ship_mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Total,Quantity,Discount,Profit,Rating,Time
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,887.271,3,0.3,-63.3765,7.3,9:23
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,146.86,7,0,70.4928,8.4,15:33
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,36.56,4,0,18.28,8,20:04
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,225.576,3,0.2,22.5576,9.5,20:16
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,5.248,2,0.2,0.4592,7,17:18
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,38.256,3,0.2,4.782,9.8,12:39
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,40.24,5,0.2,13.078,9.2,20:00
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Machines,29.925,5,0.7,-21.945,7.7,9:03
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,148.704,6,0.2,46.47,5.3,15:44
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Accessories,55.92,10,0.2,16.776,4.4,16:01
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,12.96,2,0,6.2208,4.3,16:19
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,25.176,3,0.6,-33.3582,9.4,10:38
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,5.584,2,0.6,-1.6752,9.8,10:38
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1297.368,9,0.2,97.3026,4.8,17:59
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,264.32,2,0.2,19.824,5.3,17:30
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,25.92,4,0,12.4416,8.7,20:00
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,22.96,7,0,6.6584,9.5,15:07
First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,19.44,3,0,9.3312,5.3,14:51
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,9.54,2,0,4.293,9.2,17:14
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Fasteners,5.81,1,0,1.8011,9.6,20:14
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Art,5.76,2,0,1.728,6.4,14:54
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,14.91,3,0,4.6221,4.5,19:56
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,6.642,9,0.7,-4.428,6.9,18:59
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,18.54,2,0,8.7138,7.8,9:46
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,679.96,5,0.2,220.987,4.5,9:55
First Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,189.576,1,0.2,9.4788,8.6,19:21
First Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,71.96,5,0.2,7.196,5.2,16:00
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,539.92,5,0.2,47.243,6.4,19:52
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,725.344,4,0.2,54.4008,5.2,17:23
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,7.44,3,0,2.604,8.9,16:56
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,39.48,1,0,11.0544,6.2,19:20
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,850.5,5,0.1,245.7,6.7,15:54
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Furnishings,75.33,9,0,19.5858,7.2,13:40
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,325.632,6,0.2,28.4928,9,9:52
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,23.344,2,0.2,-1.459,4.2,16:50
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,16.52,5,0.2,5.369,4.2,14:21
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Office Supplies,Envelopes,335.72,5,0.2,113.3055,6.9,14:46
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Technology,Phones,251.944,7,0.2,88.1804,4.4,10:42
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Furniture,Chairs,127.302,7,0.3,-9.093,4,16:45
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,1207.84,8,0,314.0384,8.5,18:19
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,12.53,1,0,5.8891,9.2,20:14
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,34.58,1,0,10.0282,9.8,17:51
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,300.98,1,0,87.2842,4.9,17:27
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,258.75,3,0,77.625,4.4,13:35
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,59.52,3,0,15.4752,6.8,16:39
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Envelopes,57.96,7,0,27.2412,9.1,18:45
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Bookcases,441.96,2,0,101.6508,8.7,11:40
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,68.04,6,0,33.3396,5,13:49
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,703.71,6,0.7,-938.28,7.5,15:43
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,17.904,4,0.7,-14.92,8.2,19:49
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,11.976,4,0.7,-9.1816,6.7,20:51
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Accessories,67.96,5,0.2,0.8495,5.4,12:36
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,892.224,3,0.2,89.2224,7,14:39
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Machines,1299.99,2,0.5,-571.9956,4.7,19:23
First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,4.544,2,0.2,1.6472,5,15:34
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,1352.032,4,0.2,84.502,5,16:38
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Furniture,Tables,1548.99,9,0.4,-464.697,6,17:46
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Envelopes,19.872,3,0.2,6.7068,6.3,15:31
First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Accessories,119.448,3,0.2,-13.4379,8.5,14:08
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,118.16,2,0.2,-25.109,7.5,12:31
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,19.56,4,0,5.4768,6.4,20:48
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Furnishings,80.96,4,0,29.1456,4.7,9:52
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,25.92,4,0,12.4416,6,16:47
Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,106.96,2,0,31.0184,4,16:52
Same Day,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,187.76,4,0,76.9816,5.5,20:24
First Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,76.776,4,0.7,-53.7432,8.7,9:23
Standard Class,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Binders,53.9,5,0,25.872,7.4,9:33
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,76.728,3,0.6,-53.7096,5.6,18:39
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,10.43,7,0.8,-18.2525,6.3,10:04
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,99.2,5,0,25.792,7.1,12:23
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,15.92,5,0.2,2.786,7.8,12:47
Standard Class,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,Furnishings,129.92,4,0,10.3936,9.9,19:25
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,30.4,1,0,13.984,7.3,11:44
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Copiers,5399.91,9,0,2591.9568,5.1,10:36
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,119.1,3,0,34.539,9.4,18:44
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.08,6,0,19.2384,5.8,14:00
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,59.94,3,0,28.1718,8,11:40
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Accessories,259.98,2,0,88.3932,7.9,15:13
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,170.98,1,0,32.4862,5.9,10:38
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Furnishings,38.97,3,0,4.6764,4.9,14:07
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,154.9,5,0,69.705,9.3,9:11
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Tables,446.068,4,0.3,0,7.9,17:39
Second Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Appliances,152.94,3,0,41.2938,5.9,12:14
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,23.472,3,0.2,4.9878,9.9,12:17
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,195.64,4,0,91.9508,7.7,16:53
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,14.94,3,0,7.0218,7.6,19:10
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,1687.8,4,0,742.632,7.7,16:42
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,341.96,2,0,78.6508,6.4,15:56
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,605.88,6,0,151.47,4.4,14:42
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Appliances,186.732,1,0.1,41.496,4.1,17:15
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,3812.97,3,0,1906.485,4.4,20:24
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,26.424,9,0.2,9.5787,5.5,18:28
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,625.99,1,0,187.797,4,20:54
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,1568.61,9,0,329.4081,9.3,17:43
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,17.3,1,0,8.304,4.8,13:45
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Technology,Accessories,160,8,0,62.4,4.6,11:28
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Appliances,179.94,3,0,50.3832,7.3,9:51
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Furniture,Tables,872.94,3,0,157.1292,6,15:27
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,12.96,2,0,6.2208,8.1,18:56
Standard Class,Consumer,United States,Brentwood,California,94513,West,Office Supplies,Labels,88.8,6,0,44.4,9.4,9:47
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Phones,319.968,4,0.2,35.9964,6.5,18:21
Same Day,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,167.888,7,0.2,14.6902,7,9:49
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Paper,163.96,5,0.2,59.4355,7.1,11:19
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.232,4,0.8,-8.1096,6.6,18:10
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Technology,Copiers,1199.98,2,0,467.9922,4.9,15:20
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,73.85,1,0,2.2155,6.4,11:09
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Supplies,25.71,3,0,6.6846,8,19:54
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,17.28,6,0,8.1216,4.3,14:01
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Furniture,Tables,526.582,2,0.3,-52.6582,6.1,10:38
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,11.56,2,0,5.6644,7.5,9:34
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,209.97,3,0,58.7916,6.7,18:18
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Furniture,Tables,447.84,4,0,98.5248,5.2,14:20
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Accessories,479.97,3,0,163.1898,8.8,16:24
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Art,8.64,3,0,2.5056,9.5,14:44
Standard Class,Corporate,United States,Orem,Utah,84057,West,Office Supplies,Art,11.68,2,0,4.2048,7.6,16:25
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,40.776,3,0.2,0.5097,6.6,12:58
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,13.698,3,0.7,-9.5886,6.9,11:33
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Phones,87.8,5,0.2,32.925,4.3,9:08
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,77.952,3,0.2,15.5904,7.8,19:35
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,147.184,2,0.2,-29.4368,8,16:04
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,47.952,3,0.2,16.1838,9.6,18:53
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,250.26,6,0,72.5754,4.3,14:03
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,40.776,3,0.2,0.5097,5,11:34
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,29.6,5,0.2,9.25,9.2,14:12
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,1.938,2,0.7,-1.3566,6.3,14:11
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,159.96,4,0,51.1872,8.9,10:04
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,59.52,3,0,15.4752,7.6,13:03
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Envelopes,17.48,2,0,8.2156,4.8,9:05
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,13.168,2,0.2,4.6088,9.1,17:43
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Appliances,40.74,3,0,12.222,6.1,9:25
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,Chairs,179.886,1,0.3,-2.5698,9.1,9:17
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Appliances,286.256,1,0.2,17.891,8.3,14:27
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,24.224,2,0.2,-4.8448,7.2,17:30
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,331.536,3,0.2,-82.884,6,9:58
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,17.52,3,0,6.3072,8.5,12:09
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,17.856,4,0.2,4.2408,6.6,15:45
Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Technology,Accessories,431.976,3,0.2,-75.5958,4.5,13:31
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,291.136,4,0.2,-25.4744,8.1,16:50
First Class,Home Office,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,114.848,4,0.2,35.89,7.2,15:12
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,6.1,12:24
Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,15.232,4,0.2,5.5216,7.1,10:02
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,12.42,3,0,5.2164,5.1,9:05
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,19.44,3,0,9.3312,7.9,19:28
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,70.368,4,0.2,26.388,7.4,16:58
